PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,10/3/21,14:33:12,4,4,"Boswell, Zach",1000113022,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,1,Top,1,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,74.50853,-3.642814,-4.761369,1874.81406,250.939285,2:15,5.61848,1.30744,5.75089,-42.68928,8.00319,18.67745,-1.34649,-1.57883,69.3772,-11.396401,-1.420736,0.51244,,,,,,,,,,,,-11.0265,5.37642,-0.92382,50,5.28802,8.36334,-107.80617,-8.13354,-13.05486,17.6849,-25.8086,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,5c8de000-2478-11ec-8991-0d548696f4f1,73.55482,,,5.13133,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:33:12,2021-10-03T14:33:12.0070000-04:00,2021-10-03T18:33:12.0070000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,8a00c72a-0562-4aee-bf25-bbdb0d6310fe,54.75165,-108.58285,8.84245,5.62033,-7.00009,-12.9043,-1.30371,8.93668,-6.52743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,10/3/21,14:33:43,4,5,"Boswell, Zach",1000113022,Right,VCU_RAM,"Hujsak, Connor",1000113077,Right,VCU_RAM,Undefined,1,Top,1,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,84.72556,-1.108575,0.097201,1920.39438,194.39215,12:30,6.0071,1.20519,5.12154,-19.88139,20.03883,4.82504,3.30601,1.69883,77.67237,-4.821994,0.950933,0.454745,,,,,,,,,,,,-2.36429,10.62764,-1.21819,50,5.88799,-0.42267,-122.95118,-3.0214,-3.63464,23.39898,-15.836,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,6f0b9bf0-2478-11ec-8991-0d548696f4f1,82.88702,,,7.05319,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:33:43,2021-10-03T14:33:43.0690000-04:00,2021-10-03T18:33:43.0690000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,90a6fe0f-8148-4b01-9abb-2e20ba09f701,55.37428,-123.96974,11.69949,6.00451,-2.33205,-7.918,-1.20323,-0.26446,-1.81732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
13,10/3/21,14:34:18,5,1,"Boswell, Zach",1000113022,Right,VCU_RAM,"Amiss, Logan",1000113082,Left,VCU_RAM,Undefined,1,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Sacrifice,2,0,,84.71127,-1.68327,-2.14764,1851.094632,190.403353,12:15,5.94032,1.38539,5.40238,-23.24828,16.16347,2.7526,2.42417,-0.39853,78.10912,-5.989832,-1.658427,0.451839,94.81914,24.061879,4.348153,2120.435188,109.86516,45.37052,5.44245,357.50716,,-1.994663,4.452985,-1.94185,8.93237,-1.19604,50,5.77418,4.49637,-122.95442,-4.38256,-2.99614,22.57441,-18.39199,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,83cbf4e0-2478-11ec-8991-0d548696f4f1,83.41998,61.92541,,6.60214,,,,0.90094,2.31856,0.40416,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:34:18,2021-10-03T14:34:17.9200000-04:00,2021-10-03T18:34:17.9200000Z,FlyBall,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,73a77db4-daff-4d6d-97ca-04ef2e6347a6,55.09604,-123.88652,11.2872,5.93946,-3.62316,-9.19599,-1.38425,4.62009,-1.49807,162.419516,0.9001,126.63855,-22.39567,5.46093,-1.31119,0.31793,-0.06355,0.00788,-0.00042,2.31987,56.66958,-13.72526,-0.26711,0.42743,-0.19489,0.04983,-0.00652,0.00033,0.4038,9.63647,-5.60408,1.23212,-0.2934,0.07899,-0.01764,0.00233,-0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
14,10/3/21,14:35:03,6,1,"Boswell, Zach",1000113022,Right,VCU_RAM,"Carlone, Will",1000113089,Right,VCU_RAM,Undefined,1,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,72.28811,1.252927,-1.391988,1909.32031,50.072995,7:45,6.05916,0.98324,4.9614,-62.99468,-7.94733,-11.38174,1.99379,-1.28051,67.20638,-10.045234,-3.403067,0.533998,,,,,,,,,,,,5.26244,-3.75717,-0.83878,50,6.12835,2.98366,-104.98678,0.16505,5.9029,16.94059,-36.38848,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,9e77a780-2478-11ec-8991-0d548696f4f1,70.58537,,,5.08173,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:35:03,2021-10-03T14:35:02.6320000-04:00,2021-10-03T18:35:02.6320000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,db18fcc3-7f51-49d4-8f60-f65d4ef95ab2,55.54061,-105.87704,8.4703,6.06943,2.07732,-18.19424,-0.98742,2.67345,2.95145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,10/3/21,14:35:21,6,2,"Boswell, Zach",1000113022,Right,VCU_RAM,"Carlone, Will",1000113089,Right,VCU_RAM,Undefined,1,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.34254,-2.920833,-2.603816,2054.372941,186.644693,12:15,6.11619,1.00939,5.40652,-18.39139,20.70958,2.26791,1.84174,-1.24291,78.31748,-6.368472,-2.201077,0.450055,,,,,,,,,,,,-1.83055,11.55749,-0.7791,50,5.84317,5.52407,-123.62895,-6.8723,-2.84377,23.77848,-14.21952,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,a9459d70-2478-11ec-8991-0d548696f4f1,83.7508,,,7.02506,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:35:21,2021-10-03T14:35:20.7590000-04:00,2021-10-03T18:35:20.7590000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,f3d457bb-0ede-4b52-9ad9-45b728484b92,55.08929,-124.60397,11.88924,6.11301,-6.28924,-7.10976,-1.00801,5.64067,-1.42189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,10/3/21,14:35:39,6,3,"Boswell, Zach",1000113022,Right,VCU_RAM,"Carlone, Will",1000113089,Right,VCU_RAM,Undefined,1,Top,0,2,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.2987,-1.222327,-2.93652,2048.32555,212.655133,1:00,6.09374,1.0029,5.30395,-19.93769,18.43344,11.0315,3.28315,-0.83682,78.90938,-4.955257,-0.981384,0.445835,,,,,,,,,,,,-6.30296,9.9217,-0.74431,50,5.9685,5.92906,-125.09606,-3.31674,-10.01047,24.70015,-16.41625,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,b4616540-2478-11ec-8991-0d548696f4f1,84.54355,,,7.38933,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:35:39,2021-10-03T14:35:39.4550000-04:00,2021-10-03T18:35:39.4550000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,0232dc3c-c1f6-4b91-90b0-995e7e5a1383,55.19262,-126.11718,12.35008,6.09158,-2.63809,-8.20812,-0.99798,6.34289,-5.00523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.12736,1.974316,0.729907,1.244409,-2.63802,2.9198,0.90106,-0.51236,5.50636,1.51664,126.39333,2.54952,4.46704,-0.3165,114.81604,-10.44261,5.52695,11.94328,-11.51966,1.37175,-3.84879,5.09334,High,High,High,,,High,High,High
17,10/3/21,14:36:20,6,4,"Boswell, Zach",1000113022,Right,VCU_RAM,"Carlone, Will",1000113089,Right,VCU_RAM,Undefined,1,Top,0,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,1,0,,87.87117,-0.964409,-2.675214,2023.807334,197.873363,12:30,6.08799,1.21775,5.57226,-19.02351,17.55572,5.29382,3.60083,-0.84169,80.44323,-4.54179,-1.732322,0.4353,,,,,,,,,,,,-3.37705,9.4693,-0.99068,50,5.9925,5.7226,-127.4619,-2.7439,-5.57441,25.37182,-16.54328,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,cc7cf720-2478-11ec-8991-0d548696f4f1,86.58957,,,7.42793,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:36:20,2021-10-03T14:36:19.8840000-04:00,2021-10-03T18:36:19.8840000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,d4f74fe1-f312-4825-ac03-4d1d62e10ec8,54.92353,-128.43821,12.68591,6.08584,-2.10732,-8.27164,-1.21502,5.93711,-2.7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,10/3/21,14:36:55,6,5,"Boswell, Zach",1000113022,Right,VCU_RAM,"Carlone, Will",1000113089,Right,VCU_RAM,Undefined,1,Top,1,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,1,0,,89.72354,-1.780429,-3.226801,2369.930973,214.086665,1:15,5.69004,1.55126,5.5584,-16.78324,18.63863,11.79847,2.62483,-0.48348,81.48877,-4.967449,-1.126668,0.428358,,,,,,,,,,,,-6.87422,10.27808,-1.28019,50,5.52522,6.79481,-129.95372,-4.55714,-11.69871,28.46125,-14.68257,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,e13dc540-2478-11ec-8991-0d548696f4f1,87.9928,,,8.23477,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:36:55,2021-10-03T14:36:54.7100000-04:00,2021-10-03T18:36:54.7100000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,5368063d-d267-4224-ba4c-f1f5afdcee85,54.93747,-131.03061,14.23062,5.68714,-4.00159,-7.34129,-1.54566,7.23745,-5.84935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,10/3/21,14:38:34,1,1,"Humenay, Justin",1000092193,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.54352,-1.995711,-2.929211,2380.752894,188.890719,12:15,5.4784,1.64019,5.82918,-11.41757,22.20702,3.29858,2.66863,-0.81018,83.25151,-4.225729,-2.339313,0.41735,,,,,,,,,,,,-2.51886,12.2165,-1.4028,50,5.30846,6.64193,-132.67444,-4.89823,-4.47378,29.32651,-10.47619,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,1ca0b660-2479-11ec-8991-0d548696f4f1,90.31382,,,8.29202,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:38:34,2021-10-03T14:38:34.3250000-04:00,2021-10-03T18:38:34.3250000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,3c4870b7-73aa-4e33-b3fa-d46bb9a1fc70,54.66642,-133.70193,14.66326,5.47365,-4.53118,-5.2381,-1.63826,6.79868,-2.23689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,10/3/21,14:38:47,1,2,"Humenay, Justin",1000092193,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,1,Bottom,0,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.85926,-1.451249,-3.377327,2423.504924,198.353877,12:30,5.46797,1.46759,5.92086,-12.67674,20.57332,6.46256,3.06224,-1.13153,83.5795,-3.909472,-2.220179,0.415019,,,,,,,,,,,,-4.34449,11.36493,-1.20091,50,5.34475,7.59183,-133.20829,-3.72416,-7.77374,29.72561,-11.83836,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,246081f0-2479-11ec-8991-0d548696f4f1,90.82105,,,8.27976,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:38:47,2021-10-03T14:38:47.3310000-04:00,2021-10-03T18:38:47.3310000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,fb104713-e509-4223-8416-bf3c41a83985,54.57851,-134.2261,14.86281,5.46533,-3.31881,-5.91918,-1.46541,7.85801,-3.88687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,,,,,
21,10/3/21,14:39:01,1,3,"Humenay, Justin",1000092193,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,1,Bottom,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.92223,-1.550604,-3.369365,2444.921169,220.751433,1:15,5.34345,1.75674,5.76897,-16.96965,16.99706,13.72174,2.48344,-0.23898,83.15355,-4.762579,-0.917439,0.419467,,,,,,,,,,,,-7.84965,9.38489,-1.48599,50,5.2047,7.15046,-131.83803,-4.09528,-13.85441,27.29271,-15.61,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,2ca7f410-2479-11ec-8991-0d548696f4f1,89.85786,,,7.76868,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:39:01,2021-10-03T14:39:01.3100000-04:00,2021-10-03T18:39:01.3100000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,b0664f9e-9afb-4e2e-9512-fbbd9fe6779b,54.7279,-132.81318,13.64636,5.34106,-3.53754,-7.805,-1.75032,7.64547,-6.9272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,10/3/21,14:39:14,1,4,"Humenay, Justin",1000092193,Right,VCU_RAM,"Nippolt, Ben",1000113014,Left,VCU_RAM,Undefined,1,Bottom,0,2,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,90.83072,-1.729052,-3.6009,2428.290038,217.134334,1:15,5.35108,1.6992,5.83324,-16.00017,18.048,12.83253,2.40693,-0.58283,82.88474,-4.775735,-1.306249,0.41997,91.99693,15.454241,19.495549,1336.523272,101.2382,20.36302,43.021,233.95782,,26.649785,2.263771,-7.56544,10.03445,-1.41284,50,5.20042,7.73163,-131.66376,-4.45648,-13.27883,27.98146,-14.56156,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,341fba20-2479-11ec-8991-0d548696f4f1,89.75032,20.5857,,7.94598,,,,0.10469,2.32665,0.63904,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:39:14,2021-10-03T14:39:13.6810000-04:00,2021-10-03T18:39:13.6810000Z,LineDrive,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,801bf7e7-211a-41e5-97b9-f1a7dca1bc24,54.6647,-132.65141,13.99073,5.34865,-3.9425,-7.28078,-1.69401,8.20033,-6.63941,257.838947,0.1047,122.59394,-17.72257,2.87795,-0.58155,0.09736,-0.0161,0.00219,-0.00015,2.32665,35.95422,-19.27076,1.82283,-0.35469,0.0738,-0.01143,0.0014,-0.0001,0.63904,43.40212,3.07835,-1.41673,0.40561,-0.0971,0.0185,-0.00257,0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
23,10/3/21,14:40:04,2,1,"Humenay, Justin",1000092193,Right,VCU_RAM,"Mathis, AJ",1000113011,Left,VCU_RAM,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.02825,-1.007423,-3.272799,2402.312057,223.041658,1:30,5.35456,1.56794,5.71917,-17.2356,16.88749,14.71261,2.97824,-0.25788,82.74865,-4.279081,-0.645867,0.420432,,,,,,,,,,,,-8.36394,9.19158,-1.30319,50,5.25969,6.88131,-131.94536,-2.85492,-14.69826,28.90153,-16.02136,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,51e8b250-2479-11ec-8991-0d548696f4f1,89.65176,,,8.2796,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:40:04,2021-10-03T14:40:03.7440000-04:00,2021-10-03T18:40:03.7440000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,51140ff4-059f-4b4a-9022-0d6e023f3713,54.77704,-132.98761,14.45076,5.35223,-2.27716,-8.01068,-1.56091,7.41137,-7.34913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
24,10/3/21,14:40:39,2,2,"Humenay, Justin",1000092193,Right,VCU_RAM,"Mathis, AJ",1000113011,Left,VCU_RAM,Undefined,1,Bottom,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.075,-2.143855,-4.264759,2422.267893,222.857803,1:30,5.2897,1.46535,5.86853,-17.74032,16.95666,14.66769,1.81351,-1.2811,82.0964,-5.506823,-1.642841,0.423953,,,,,,,,,,,,-8.65083,9.60134,-1.12785,50,5.10531,9.08482,-130.40475,-5.42648,-14.87845,27.73257,-15.66081,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,66d80a80-2479-11ec-8991-0d548696f4f1,88.90719,,,7.9786,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:40:39,2021-10-03T14:40:38.8820000-04:00,2021-10-03T18:40:38.8820000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,e1fbe557-1b91-4e85-b24a-9c6027907013,54.62815,-131.38531,13.86628,5.28739,-4.87275,-7.8304,-1.45837,9.61088,-7.43923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
25,10/3/21,14:40:56,2,3,"Humenay, Justin",1000092193,Right,VCU_RAM,"Mathis, AJ",1000113011,Left,VCU_RAM,Undefined,1,Bottom,0,1,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,90.90499,-1.290996,-2.370753,2434.293777,226.662665,1:30,5.34367,1.64927,5.85659,-18.61399,15.32576,15.07174,2.59184,0.70137,82.87437,-4.809868,0.330954,0.419301,93.1283,14.35917,-15.088081,3016.615546,103.34128,21.16141,-37.68995,250.47644,,-25.81018,2.567869,-8.40008,8.53878,-1.46574,50,5.22803,4.81384,-131.93399,-3.56054,-14.76986,28.71029,-17.16036,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,70f993d0-2479-11ec-8991-0d548696f4f1,89.89356,22.00577,,8.03062,,,,0.73598,2.46933,-0.6877,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:40:56,2021-10-03T14:40:55.8540000-04:00,2021-10-03T18:40:55.8540000Z,LineDrive,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,8415fccf-3308-4bf6-9e4b-adfaa1f43462,54.64158,-132.94021,14.35514,5.34228,-2.95912,-8.58018,-1.64353,5.33149,-7.38493,114.946911,0.73602,127.75717,-23.53305,4.71363,-0.83975,0.05467,0.02644,-0.00985,0.00113,2.4693,33.87537,-15.74771,0.99469,-0.11388,0.05619,-0.02696,0.00754,-0.00085,-0.68769,-34.44399,-7.83422,3.64976,-1.17589,0.29683,-0.05913,0.00791,-0.0005,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
26,10/3/21,14:41:46,3,1,"Humenay, Justin",1000092193,Right,VCU_RAM,"Haydak, Michael",1000080740,Right,VCU_RAM,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.60262,-1.011152,-4.520882,2413.2802,186.812888,12:15,5.33664,1.56634,5.91317,-11.38449,22.95867,2.60634,3.44646,-2.421,82.2578,-3.245449,-4.055723,0.421786,,,,,,,,,,,,-2.63732,12.33572,-1.20462,50,5.2486,10.25278,-131.12292,-2.56693,-4.57162,28.84955,-10.7909,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,8eb3bef0-2479-11ec-8991-0d548696f4f1,89.36397,,,8.34482,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:41:46,2021-10-03T14:41:45.7680000-04:00,2021-10-03T18:41:45.7680000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,aa9f9358-0a2e-4cd3-924e-c2d9cd04a91a,54.58148,-132.12709,14.42478,5.33141,-2.19133,-5.39545,-1.56426,10.41191,-2.28581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,10/3/21,14:42:08,3,2,"Humenay, Justin",1000092193,Right,VCU_RAM,"Haydak, Michael",1000080740,Right,VCU_RAM,Undefined,1,Bottom,0,1,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Single,0,0,,90.3404,-1.147381,-3.130112,2405.177538,198.37618,12:30,5.20925,1.70508,5.78532,-13.33241,21.23068,6.67264,3.02904,-0.6538,82.1152,-3.72699,-1.937846,0.423134,64.16728,39.283454,3.16158,4100.354204,108.88803,59.34534,15.60036,198.95065,,11.238404,4.08051,-4.34142,11.5378,-1.45113,50,5.10689,6.87943,-130.99261,-2.98793,-7.50992,28.81473,-12.21549,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,9bc0f680-2479-11ec-8991-0d548696f4f1,89.07924,59.37314,,8.2252,,,,2.6397,3.13752,0.70128,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:42:08,2021-10-03T14:42:07.6500000-04:00,2021-10-03T18:42:07.6500000Z,Popup,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,d78ca449-88d7-4f2a-a6d0-2abc03979614,54.71278,-132.02521,14.40737,5.20613,-2.55017,-6.10775,-1.70249,7.14856,-3.75496,201.562177,2.64055,72.71333,-13.22181,2.96179,-0.41792,0.02551,-0.00237,0.00132,-0.00016,3.13758,59.58064,-17.05164,0.73747,0.08842,-0.14749,0.06031,-0.01085,0.00073,0.70109,4.02225,3.14938,-0.82738,0.13325,-0.00971,-0.00021,-4.00E-05,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,High,High,,,
28,10/3/21,14:42:47,4,1,"Humenay, Justin",1000092193,Right,VCU_RAM,"Ericsson, Nic",1000075164,Right,VCU_RAM,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.70937,-3.245778,-3.888919,2423.415261,224.70975,1:30,5.36366,1.54948,5.82876,-19.29824,14.9354,13.67973,0.7281,-0.93112,82.98739,-6.865429,-1.44262,0.421112,,,,,,,,,,,,-8.07764,8.87083,-1.23975,50,5.08648,8.33785,-131.30284,-8.0804,-14.10466,27.74671,-16.68434,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,b3429250-2479-11ec-8991-0d548696f4f1,89.50686,,,7.72198,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,18:42:47,2021-10-03T14:42:47.0420000-04:00,2021-10-03T18:42:47.0420000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,b3a50d61-f0dc-4155-975b-cafd7a3dc486,54.66942,-132.28589,13.87336,5.36229,-7.48928,-8.34217,-1.54401,8.83757,-7.05233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
